audio_id,domain
fkb4lhh00s140_set140020,"['0.5', '16']"
mkn1swj00s078_set078051,"['0.75', '29']"
mss2nys00s006_set006029,"['0.48', '17']"
fss3pmj00s128_set128039,"['0.79', '21']"
fkn2khh00s020_set020080,"['1.18', '18']"
fcn4ljs02s197_set197069,"['1.14', '9']"
mcn2jsm00s143_set143077,"['0.42', '12']"
mkn3jws00s043_set043063,"['0.95', '22']"
mkw2khr00s050_set050069,"['0.44', '9']"
mss4ybh00s107_set107095,"['0.95', '13']"
fkw3khj00s078_set078036,"['1.37', '6']"
fkw3hsh01s188_set188086,"['1.48', '14']"
mss3sjy00s071_set071068,"['0.61', '6']"
mss1ahj01s009_set009079,"['1.41', '14']"
mss4ybd00s082_set082099,"['0.29', '11']"
fcn4pkh01s142_set142026,"['0.5', '24']"
mkn1swj00s078_set078059,"['0.53', '3']"
mcn4hny00s187_set187043,"['0.28', '9']"
mjn2jss00s068_set068020,"['0.69', '12']"
fjb4jho00s091_set091051,"['0.96', '9']"
fss2kem02s115_set115061,"['0.87', '17']"
fss4lys00s136_set136082,"['0.21', '12']"
fcn3lms00s110_set110048,"['1.4', '7']"
mss4ljw00s039_set039053,"['0.82', '22']"
mjn1hjw00s118_set118079,"['0.53', '26']"
fkw2lsy01s166_set166076,"['1.46', '21']"
fkw1cek00s195_set195049,"['1.45', '13']"
fss2emh00s126_set126054,"['0.4', '18']"
mcn3sgs00s036_set036057,"['0.65', '4']"
mss3khs03s136_set136091,"['0.87', '14']"
fjn4jms01s153_set153092,"['0.85', '14']"
fss3lmr00s006_set006011,"['1.04', '16']"
mjn1jst00s189_set189021,"['0.37', '6']"
fkb2lsj00s112_set112007,"['1.43', '21']"
fjn4csh00s164_set164086,"['1.27', '10']"
fcn3pej00s139_set139075,"['0.25', '28']"
mkn4csw00s060_set060057,"['0.9', '25']"
fss3lmr00s006_set006092,"['0.9', '11']"
fss3jek00s085_set085092,"['1.22', '25']"
fcn3hys00s093_set093088,"['1.05', '5']"
mcn3jkh02s120_set120003,"['0.88', '9']"
mcn4hny00s187_set187059,"['0.59', '7']"
fss4lys00s136_set136064,"['0.25', '7']"
mcn2hsh02s057_set057093,"['1.13', '17']"
mjn2jiw00s162_set162084,"['0.71', '17']"
fkn4ceh00s189_set189098,"['1.28', '15']"
fjn3lbh00s063_set063079,"['1.45', '7']"
mkn3njm00s133_set133054,"['1.17', '15']"
mcn3ldi00s028_set028076,"['0.5', '13']"
mjn4ysh00s037_set037077,"['0.99', '12']"
mjn3jbc00s179_set179079,"['1.23', '9']"
mcn3sgs00s036_set036026,"['0.76', '19']"
fkw3hsh01s188_set188032,"['1.07', '14']"
fkb3lkh01s161_set161086,"['0.29', '8']"
fjn3psy00s133_set133048,"['0.46', '16']"
fss4ysj00s111_set111037,"['1.18', '17']"
fjn2pkr00s050_set050098,"['0.47', '14']"
fss4jse00s114_set114010,"['1.2', '7']"
mcn4pcg00s109_set109043,"['1.16', '10']"
mkn4jmg00s077_set077048,"['0.5', '16']"
fkw3pes00s185_set185023,"['0.98', '8']"
fkw1kke00s196_set196057,"['1.35', '6']"
mkn3jws00s043_set043036,"['0.57', '19']"
mcn3ksy00s026_set026045,"['0.54', '24']"
mcn4gjh00s194_set194022,"['0.48', '19']"
fjb1sjh00s103_set103030,"['1.28', '9']"
fcn3lje00s159_set159102,"['1.22', '12']"
fss3jek00s085_set085062,"['0.6', '11']"
mcn3kgw00s053_set053061,"['0.72', '12']"
mkn2ngw00s055_set055050,"['1.06', '20']"
mcn2sdw00s175_set175030,"['0.24', '10']"
fkn3jhj00s054_set054074,"['0.83', '10']"
fss3pmj00s128_set128059,"['0.79', '11']"
mkn2kkm00s004_set004079,"['1.01', '15']"
mss2ksh05s065_set065022,"['0.91', '17']"
fkn2lho00s100_set100056,"['0.31', '11']"
fcn4pkh01s142_set142078,"['0.34', '18']"
fcn2oyo00s116_set116084,"['0.25', '15']"
mss5ssh01s035_set035084,"['0.77', '6']"
mcn3jkh02s120_set120097,"['1.41', '9']"
mjn3pyh01s157_set157097,"['0.99', '14']"
fss4jhk00s148_set148012,"['0.45', '28']"
mkn2ksh06s154_set154037,"['0.48', '8']"
mjn2hhs01s016_set016105,"['1.48', '24']"
fkn3lni00s182_set182075,"['0.92', '23']"
mkw2agh00s076_set076021,"['0.22', '18']"
mss3cgh00s164_set164064,"['0.59', '7']"
fcn4yyo00s181_set181041,"['1.16', '16']"
mcn1lch04s193_set193036,"['0.45', '3']"
mcn2ojs00s176_set176035,"['0.56', '25']"
mkw3lwc00s091_set091095,"['0.23', '8']"
mkn2ase00s096_set096063,"['0.97', '14']"
mss3sdh00s110_set110025,"['1.0', '14']"
mcn2jjs01s085_set085005,"['0.33', '10']"
fjb4sjo00s145_set145083,"['1.35', '9']"
fcn2les00s079_set079096,"['0.95', '5']"
fcn1sjr00s192_set192007,"['1.2', '26']"
fss2kkh00s055_set055050,"['1.33', '14']"
mcn2ojp00s049_set049044,"['1.24', '10']"
fkw2phs01s165_set165065,"['1.28', '23']"
fjn2ksh01s018_set018008,"['1.09', '17']"
mjn3lji00s100_set100074,"['0.21', '9']"
mkw2kds00s044_set044071,"['0.94', '20']"
fss3hsa00s141_set141040,"['0.7', '26']"
fkw2lch00s047_set047080,"['1.47', '20']"
mcn3kgh01s181_set181026,"['0.42', '19']"
fjb3pjy00s106_set106013,"['1.0', '13']"
mjn2jyg01s141_set141086,"['1.28', '9']"
fss2ljk00s024_set024054,"['1.31', '18']"
mss3ysm00s019_set019026,"['0.39', '11']"
fkb4keh00s031_set031035,"['0.7', '7']"
mss3kyh00s072_set072041,"['0.76', '24']"
fcn1khj03s179_set179032,"['0.69', '4']"
mjn4ahs00s145_set145072,"['0.87', '7']"
mss2kjy00s002_set002083,"['0.42', '5']"
mjn3jbc00s179_set179002,"['1.27', '11']"
mss2pug00s007_set007096,"['1.3', '15']"
mjn1chs00s198_set198084,"['0.3', '17']"
fcn3sio00s088_set088021,"['1.07', '7']"
fcb1jkh00s200_set200034,"['1.18', '17']"
mcn3shm00s130_set130044,"['1.31', '9']"
mcn4aib00s197_set197071,"['0.96', '23']"
mkw3hse00s159_set159053,"['0.44', '8']"
fjb4sye00s080_set080060,"['1.01', '11']"
fss2lch01s171_set171056,"['0.96', '24']"
fss4jse00s114_set114035,"['1.2', '10']"
mss3jyj01s146_set146065,"['0.3', '11']"
fjn2pkr00s050_set050015,"['0.78', '16']"
mjn2jiw00s162_set162020,"['0.84', '19']"
fss2lch01s171_set171064,"['0.56', '9']"
mss3lky00s020_set020021,"['0.25', '14']"
mkn3njm00s133_set133097,"['0.9', '21']"
mjn3lji00s100_set100084,"['0.78', '26']"
mcn2sdw00s175_set175013,"['0.76', '6']"
mss3kjs05s147_set147073,"['0.98', '12']"
fss4scs00s008_set008068,"['1.22', '7']"
fkb3leh00s101_set101042,"['0.98', '20']"
fss3pks00s029_set029009,"['1.3', '7']"
fss1jsk00s092_set092071,"['0.59', '13']"
mkw3hse00s159_set159013,"['1.49', '8']"
mss4kyc00s041_set041004,"['0.98', '20']"
mcn2pms00s131_set131070,"['0.41', '20']"
mss3lch03s148_set148017,"['0.53', '4']"
fjn3pbk00s135_set135040,"['0.99', '20']"
fcn4yyo00s181_set181086,"['0.76', '7']"
fss3pyj00s191_set191052,"['1.38', '12']"
mss4jkh03s174_set174073,"['0.8', '10']"
fjn3pbk00s135_set135090,"['0.57', '6']"
mkn3kes00s165_set165058,"['1.02', '11']"
fss2lea00s125_set125057,"['0.32', '13']"
fss2kkh00s055_set055030,"['0.46', '13']"
fkn2jsy02s065_set065030,"['0.52', '10']"
fss1bjy00s052_set052100,"['0.54', '13']"
mkn2mkn00s123_set123074,"['1.47', '8']"
mcn2sdw00s175_set175019,"['0.52', '16']"
fjn4jks01s149_set149015,"['0.91', '14']"
mss2nsm00s121_set121016,"['0.37', '12']"
fjb4sye00s080_set080025,"['0.87', '23']"
fcn3sem00s162_set162031,"['0.33', '12']"
mjn2ljy00s196_set196045,"['0.75', '4']"
mss2lsm00s011_set011050,"['1.15', '22']"
fcn3hhs00s089_set089076,"['1.13', '9']"
fkn2kkw00s132_set132064,"['0.71', '7']"
fkb4keh00s031_set031068,"['0.83', '27']"
fkn2sjs01s123_set123076,"['1.33', '23']"
fjb4koh00s075_set075089,"['0.91', '14']"
fcn3sio00s088_set088088,"['1.21', '7']"
fss2kkh00s055_set055039,"['1.22', '14']"
fcb1jkh00s200_set200103,"['0.93', '12']"
fkw3kcs00s198_set198065,"['0.62', '8']"
mss3csg00s075_set075058,"['0.49', '26']"
mss2ksh03s003_set003031,"['0.39', '6']"
mss3kjh02s156_set156101,"['0.49', '6']"
fjb4cbs00s173_set173037,"['0.56', '7']"
mss1bsc00s012_set012058,"['1.0', '17']"
fss3sjw00s096_set096060,"['0.75', '6']"
fss2lch01s171_set171016,"['1.46', '10']"
mjn4ahs00s145_set145104,"['1.15', '7']"
fss3kmj02s163_set163043,"['0.93', '19']"
fcn3lmk00s131_set131001,"['1.26', '15']"
fss2kwi00s026_set026015,"['1.36', '22']"
fjb4sye00s080_set080095,"['0.77', '17']"
mjn1jst00s189_set189084,"['1.13', '11']"
fss2hyl00s058_set058061,"['1.11', '4']"
fss4lys00s136_set136018,"['0.73', '17']"
mss4jkh03s174_set174092,"['0.46', '9']"
mkn4kjs04s087_set087005,"['0.49', '25']"
mkn2ase00s096_set096045,"['1.43', '13']"
mkn3jws00s043_set043039,"['0.62', '16']"
fss3khs00s003_set003075,"['0.89', '6']"
mkw2jch00s005_set005085,"['1.09', '19']"
fcn2hij00s117_set117061,"['0.23', '9']"
fkn3hmh00s144_set144071,"['0.94', '11']"
mss2csj00s080_set080097,"['0.97', '20']"
mss4lyn00s104_set104101,"['0.72', '3']"
mjn2jiw00s162_set162010,"['0.67', '13']"
mss4jkh03s174_set174032,"['0.33', '10']"
fss2emh00s126_set126085,"['1.18', '3']"
fjn4csh00s164_set164069,"['0.31', '13']"
fcn3jsy00s013_set013042,"['1.21', '8']"
fkw2lsy01s166_set166099,"['1.36', '10']"
mss2hhg00s081_set081001,"['1.02', '12']"
mss3sjy00s071_set071063,"['0.53', '7']"
mss3kjp00s094_set094039,"['0.23', '8']"
fss1bjy00s052_set052005,"['0.82', '14']"
fss1jys00s022_set022018,"['1.44', '8']"
fkn3lni00s182_set182042,"['0.39', '9']"
mkw3pks01s149_set149026,"['1.15', '5']"
mss2nys00s006_set006100,"['0.81', '6']"
fss3jmk00s167_set167101,"['0.23', '5']"
mcn1hsy00s192_set192035,"['1.48', '8']"
fcb2yjh00s187_set187092,"['0.44', '21']"
fss3khs01s025_set025091,"['0.73', '6']"
mcn2ojp00s049_set049096,"['0.89', '12']"
mjn2hks01s102_set102019,"['0.93', '17']"
fkw3khj00s078_set078025,"['0.89', '12']"
fcn3jsy00s013_set013021,"['1.45', '9']"
mkn3abc00s024_set024041,"['0.61', '13']"
fcb2kej01s109_set109032,"['1.24', '14']"
fss4ksh00s010_set010011,"['1.11', '23']"
fkw4jsh00s154_set154027,"['0.69', '19']"
mjn1jst00s189_set189073,"['1.37', '14']"
mss1bsc00s012_set012060,"['0.4', '16']"
mss2ksh05s065_set065099,"['0.98', '13']"
mkw2kjh01s054_set054068,"['0.69', '9']"
fkw1kke00s196_set196044,"['0.65', '3']"
mjn5kwg00s155_set155040,"['0.32', '14']"
fcn2kmk00s129_set129091,"['1.03', '17']"
mcn4lbj00s113_set113034,"['1.22', '16']"
fss4jse00s114_set114103,"['1.21', '11']"
mkn2dhs00s015_set015078,"['1.18', '7']"
fjn4csh00s164_set164058,"['0.86', '24']"
mss2nsm00s121_set121067,"['1.06', '6']"
fss2kwi00s026_set026096,"['0.26', '15']"
mss2csj00s080_set080026,"['0.98', '8']"
fjn3pmj01s134_set134051,"['0.24', '10']"
fkw1cek00s195_set195034,"['0.74', '17']"
mcn3ksj01s042_set042059,"['0.84', '7']"
fss1bjy00s052_set052080,"['1.07', '13']"
mcn3sgs00s036_set036023,"['1.17', '10']"
mjn3shs00s167_set167103,"['0.63', '10']"
fss3jmk00s167_set167078,"['0.29', '5']"
fkn2smh00s120_set120047,"['0.55', '7']"
mss4ybh00s107_set107077,"['1.32', '10']"
mkn3kyh01s182_set182072,"['1.11', '10']"
fkn2hsj00s087_set087099,"['1.35', '16']"
mjn3kbs00s169_set169048,"['0.49', '16']"
fjn4cos00s011_set011101,"['0.41', '20']"
fkw3lsh00s035_set035067,"['0.71', '10']"
mss4lhs01s168_set168020,"['1.48', '10']"
mkn3jyg00s073_set073050,"['0.72', '10']"
mjn5kwg00s155_set155103,"['0.45', '16']"
mss2msi00s122_set122054,"['0.77', '19']"
mjn2kgj00s083_set083008,"['0.43', '14']"
mjn2kcs01s056_set056004,"['0.31', '12']"
fkw4jsh00s154_set154071,"['0.33', '8']"
mkw1ljh01s177_set177090,"['0.36', '14']"
fkn3kse00s041_set041096,"['0.44', '23']"
fss3hhy01s070_set070052,"['1.46', '16']"
fcn5msh00s168_set168044,"['0.62', '30']"
fjb3kmy00s074_set074069,"['0.41', '8']"
fjb3cks02s105_set105041,"['0.23', '20']"
fcn2kjh00s180_set180031,"['1.41', '17']"
mss3kjs05s147_set147095,"['0.66', '11']"
fkw3lsh00s035_set035091,"['0.75', '15']"
fss2hyl00s058_set058028,"['0.46', '7']"
mss3ykh00s022_set022096,"['1.11', '16']"
mkw2kjh01s054_set054077,"['0.73', '14']"
fkn2kkw00s132_set132014,"['0.5', '7']"
fss2keh01s067_set067092,"['0.68', '10']"
fcn3hhs00s089_set089021,"['0.23', '13']"
mjn2kcs01s056_set056069,"['1.22', '12']"
fjb4sjo00s145_set145086,"['1.4', '16']"
fss2lea00s125_set125073,"['0.56', '6']"
fss2hyj00s036_set036005,"['0.73', '19']"
fcn2oyo00s116_set116097,"['0.26', '21']"
mjn2pjh00s127_set127009,"['1.24', '25']"
fkw3pes00s185_set185083,"['1.01', '9']"
mjn3lgs00s171_set171006,"['0.7', '21']"
fjn4csh00s164_set164048,"['0.54', '15']"
mkn2ksh06s154_set154102,"['1.27', '9']"
fss2lsy00s146_set146037,"['0.52', '3']"
fss3lmr00s006_set006081,"['0.26', '15']"
fjn3ksa00s049_set049090,"['0.5', '13']"
mkn2dhs00s015_set015096,"['1.24', '13']"
mkn4kbj00s097_set097052,"['1.03', '3']"
fkn3yks00s097_set097103,"['0.7', '4']"
fcn3lci00s118_set118047,"['1.26', '16']"
fkn2jsy02s065_set065057,"['1.43', '11']"
mss3kyk00s140_set140038,"['0.54', '3']"
fcb3kms00s127_set127091,"['1.23', '11']"
mkn3lsw01s046_set046014,"['1.4', '10']"
mss3cgh00s164_set164066,"['1.48', '10']"
mcn2osh00s185_set185011,"['0.37', '4']"
mss2nsm00s121_set121087,"['1.23', '11']"
fss1jsk00s092_set092087,"['1.0', '10']"
fjn3hks00s061_set061020,"['1.29', '3']"
fss3yje00s001_set001058,"['1.11', '15']"
mss2pug00s007_set007105,"['0.64', '7']"
fkn3kse00s041_set041103,"['0.72', '13']"
fkw1cek00s195_set195025,"['0.35', '5']"
mkn4jmc00s166_set166049,"['0.4', '21']"
mkw2agh00s076_set076062,"['0.36', '21']"
mkn2htw00s134_set134018,"['0.76', '22']"
mjn2hks01s102_set102063,"['1.15', '18']"
fjb1sjh00s103_set103050,"['0.38', '13']"
fss3sjw00s096_set096090,"['1.18', '24']"
fjb2kem01s095_set095043,"['0.27', '9']"
mkn4eds00s014_set014089,"['1.4', '7']"
mjn2kgj00s083_set083038,"['0.34', '3']"
mkw1shg00s184_set184048,"['0.33', '7']"
fss4ysj00s111_set111052,"['1.12', '8']"
fss3jmk00s167_set167067,"['0.24', '11']"
fjb1shk00s183_set183063,"['0.31', '15']"
fjb4cbs00s173_set173004,"['0.98', '24']"
mkw1shg00s184_set184015,"['1.04', '19']"
mjn2jiw00s162_set162044,"['0.79', '13']"
mkw3lbc00s023_set023099,"['0.5', '13']"
fss3hsa00s141_set141074,"['1.15', '8']"
mss2pgy00s066_set066103,"['1.17', '6']"
mss3jhs00s093_set093076,"['0.65', '20']"
mkw3lbc00s023_set023100,"['1.39', '10']"
mjn3lbj01s152_set152021,"['0.29', '8']"
mjn2hhs01s016_set016090,"['0.76', '15']"
mss3ykh00s022_set022030,"['0.66', '10']"
mss4kyc00s041_set041046,"['0.71', '9']"
fss2cyh00s056_set056024,"['1.48', '10']"
mjn3lwt00s172_set172045,"['1.29', '19']"
mcn3kss00s144_set144104,"['1.13', '21']"
fkw1cek00s195_set195074,"['0.31', '15']"
mss3ysm00s019_set019090,"['1.02', '11']"
mcn1lsg00s010_set010010,"['0.43', '12']"
fcb3kms00s127_set127093,"['0.84', '14']"
mss2bjh00s001_set001078,"['0.62', '5']"
fss3pks00s029_set029097,"['0.65', '21']"
fss3khj01s086_set086079,"['0.79', '22']"
mss2nsm00s121_set121037,"['1.15', '21']"
mkn3ejs00s095_set095006,"['0.35', '15']"
fjn2jms00s150_set150104,"['1.47', '15']"
fss3kmj02s163_set163065,"['1.03', '20']"
mkn2ksh06s154_set154097,"['0.5', '7']"
fss2lch01s171_set171078,"['0.22', '11']"
fjn4jks01s149_set149001,"['0.7', '19']"
mjn4kbh00s108_set108029,"['1.49', '17']"
fcn3lms00s110_set110019,"['1.12', '13']"
mkn2lkm00s029_set029053,"['0.46', '17']"
mjn1jst00s189_set189090,"['0.37', '7']"
fss2emh00s126_set126033,"['0.94', '20']"
mjn3kjg00s092_set092036,"['1.03', '7']"
mcn4keg00s188_set188041,"['0.22', '16']"
mss2pjg01s063_set063025,"['1.3', '17']"
fjb3cks02s105_set105103,"['0.25', '10']"
fss2lsy00s146_set146027,"['0.35', '11']"
mkw2agh00s076_set076060,"['1.18', '5']"
mjn3lyc00s086_set086066,"['0.97', '14']"
mkn3kty00s132_set132048,"['0.67', '20']"
mcn2jjs01s085_set085027,"['1.18', '16']"
fjn3lbh00s063_set063026,"['1.5', '16']"
fjn2ksh01s018_set018101,"['1.08', '8']"
fkw1kke00s196_set196104,"['0.46', '7']"
fjb4sye00s080_set080085,"['0.57', '10']"
fcn5msh00s168_set168043,"['0.79', '9']"
fss3lmr00s006_set006099,"['0.24', '5']"
fss3yjs00s072_set072094,"['1.05', '17']"
mss2shy01s067_set067097,"['1.09', '16']"
fkw2lsy01s166_set166025,"['0.77', '6']"
mkn3jyj02s183_set183029,"['0.52', '9']"
fss3kmh01s084_set084099,"['0.4', '13']"
mjn2jss00s068_set068053,"['0.37', '11']"
mss4eks00s017_set017039,"['0.42', '20']"
mkn2yjs01s079_set079043,"['1.46', '18']"
fcb3kms00s127_set127011,"['0.77', '4']"
mss1bsc00s012_set012100,"['1.49', '5']"
fkb4cys00s069_set069041,"['0.56', '11']"
fss3pks00s029_set029022,"['1.23', '23']"
mkn3abc00s024_set024092,"['1.06', '17']"
fcn2les00s079_set079063,"['1.1', '14']"
mcn3kss00s144_set144010,"['0.25', '14']"
mcn2sdw00s175_set175028,"['1.32', '5']"
mkw4ljg00s190_set190019,"['0.71', '5']"
fss2kwi00s026_set026097,"['0.53', '15']"
fkw3yhj01s194_set194021,"['1.11', '14']"
fkn4shy00s193_set193027,"['1.26', '7']"
mss4ybh00s107_set107007,"['1.03', '13']"
fss2emh00s126_set126009,"['1.24', '9']"
mss2lsm00s011_set011083,"['1.04', '19']"
mcn2ojp00s049_set049063,"['0.71', '25']"
mkw4oys00s119_set119099,"['0.63', '8']"
mcn3ksj01s042_set042067,"['1.36', '11']"
mcn4keg00s188_set188104,"['0.23', '6']"
mcn3pjg00s038_set038039,"['0.89', '11']"
fcb3kks00s158_set158077,"['0.31', '10']"
fss3pyj00s191_set191056,"['1.12', '15']"
fkw2lsy01s166_set166016,"['0.32', '8']"
fss4scs00s008_set008103,"['0.63', '17']"
mss4hwb00s030_set030061,"['0.74', '15']"
fkb2ahj00s046_set046045,"['1.32', '29']"
mcn2osh00s185_set185061,"['1.17', '7']"
mcn3rhm00s151_set151095,"['1.37', '24']"
fjb4koh00s075_set075053,"['0.77', '28']"
fss2cyh00s056_set056009,"['0.69', '5']"
mcn4keg00s188_set188059,"['1.45', '9']"
mss1kpj00s070_set070102,"['1.05', '17']"
mss3jhs00s093_set093073,"['1.32', '7']"
mjn3skj00s153_set153033,"['1.23', '22']"
mkw2khr00s050_set050104,"['1.39', '5']"
mjn3kjg00s092_set092026,"['0.23', '10']"
mss2ksh03s003_set003005,"['0.94', '21']"
mjn2scg00s090_set090066,"['1.45', '16']"
fkw3yhj01s194_set194056,"['1.32', '16']"
fjn2jhj01s152_set152041,"['1.44', '11']"
fkn3pka00s073_set073056,"['0.82', '11']"
mkn1hgc00s084_set084044,"['0.95', '14']"
fjn3pyh00s030_set030030,"['0.34', '4']"
fjn3jks00s040_set040085,"['1.19', '5']"
fss1bjk00s021_set021076,"['1.03', '11']"
mss2nys00s006_set006009,"['1.0', '10']"
fcn3khs02s138_set138028,"['0.72', '13']"
mjn4lys01s158_set158053,"['0.53', '5']"
mss3cwl00s088_set088090,"['1.48', '21']"
mss3kah00s160_set160061,"['0.54', '16']"
fkn1syl00s178_set178021,"['0.41', '18']"
fkn2jsy01s033_set033040,"['1.5', '17']"
mkw4oys00s119_set119018,"['0.38', '13']"
mkn3kes00s165_set165100,"['0.67', '16']"
mss2ocs00s138_set138034,"['1.07', '7']"
mss3ysm00s019_set019046,"['0.89', '14']"
fkn3hej00s104_set104013,"['1.03', '13']"
fcn2lhs00s176_set176075,"['1.18', '7']"
mkn3jyg00s073_set073075,"['0.55', '7']"
mcn3jsg00s178_set178005,"['0.67', '12']"
mjn3lji00s100_set100098,"['0.73', '9']"
mjn3lji00s100_set100010,"['1.14', '26']"
mkw4oys00s119_set119049,"['1.27', '19']"
mcn3jsg00s178_set178045,"['1.09', '7']"
mkw2kjh01s054_set054005,"['1.0', '13']"
fkb3leh00s101_set101039,"['0.62', '8']"
fcb1khh01s184_set184101,"['0.27', '8']"
mjn4hbs00s170_set170023,"['1.15', '14']"
mss3lch03s148_set148063,"['1.5', '18']"
mss3ysm00s019_set019099,"['0.55', '21']"
fss3jmh00s099_set099069,"['1.11', '5']"
fjb2kem01s095_set095071,"['0.86', '26']"
fjn1nyr00s190_set190101,"['1.48', '5']"
mjn2chj00s126_set126095,"['1.29', '6']"
mkn2ase00s096_set096013,"['1.13', '22']"
fkw3kma00s170_set170001,"['1.14', '22']"
mss2shy01s067_set067016,"['0.31', '10']"
mjn3jhg00s059_set059102,"['0.8', '21']"
mss3kah00s160_set160024,"['1.09', '19']"
mjn4kbh00s108_set108035,"['0.25', '3']"
mss4ybd00s082_set082082,"['1.23', '11']"
fkb3leh00s101_set101084,"['1.36', '7']"
fjn2pby00s155_set155097,"['0.53', '5']"
fkn3kja00s160_set160055,"['1.26', '25']"
mkn3jyg00s073_set073077,"['0.99', '16']"
fss2kjs01s037_set037022,"['0.91', '19']"
fss3lmr00s006_set006091,"['0.82', '4']"
fjb4cbs00s173_set173048,"['0.81', '22']"
mss3kyk00s140_set140041,"['0.38', '8']"
mkn3lgn00s051_set051021,"['0.53', '12']"
mss3jhs00s093_set093085,"['0.77', '14']"
mkn2ngw00s055_set055078,"['0.77', '7']"
mcn3jkh02s120_set120051,"['1.11', '10']"
mss4eks00s017_set017020,"['1.26', '15']"
mcn3sgs00s036_set036009,"['0.53', '17']"
fss2emh00s126_set126017,"['1.42', '16']"
mkw4cwy00s018_set018047,"['0.38', '12']"
fcn1sjr00s192_set192048,"['0.69', '14']"
mkw4ljg00s190_set190034,"['0.55', '9']"
fkb1jsh01s177_set177051,"['1.21', '7']"
mjn5kcr00s106_set106092,"['0.61', '11']"
fss3yhs01s027_set027024,"['0.38', '9']"
fkb4lhh00s140_set140041,"['0.3', '4']"
fcn3khs02s138_set138038,"['0.86', '16']"
mjn1jst00s189_set189076,"['0.73', '9']"
mss3hck00s089_set089040,"['1.06', '24']"
mkn4phc00s115_set115038,"['0.25', '15']"
mss3sjy00s071_set071097,"['0.78', '10']"
mkw2kds00s044_set044069,"['0.99', '23']"
mcn3rhm00s151_set151034,"['1.38', '12']"
mcn2lds00s135_set135021,"['0.7', '7']"
mcn4gjh00s194_set194077,"['0.98', '9']"
mkw3lwc00s091_set091024,"['1.49', '17']"
mjn2pjh00s127_set127048,"['0.23', '19']"
mss3sjy00s071_set071066,"['1.1', '4']"
mss3jhs00s093_set093050,"['1.02', '7']"
mss4kyc00s041_set041036,"['0.64', '13']"
fcb2yjh00s187_set187036,"['0.41', '14']"
mjn1jst00s189_set189087,"['1.0', '12']"
mss3jyj01s146_set146084,"['0.81', '26']"
mss3hsw00s074_set074030,"['1.39', '25']"
fjn3ksa00s049_set049014,"['0.49', '18']"
mkn2mkn00s123_set123006,"['1.28', '5']"
mss4kyc00s041_set041088,"['1.46', '19']"
fjb3ohs00s090_set090046,"['0.62', '8']"
mss3hck00s089_set089095,"['1.19', '18']"
fss4ksh00s010_set010097,"['0.65', '14']"
fss3pmj00s128_set128006,"['0.54', '6']"
fjn3jks00s040_set040023,"['1.41', '12']"
mjn2chj00s126_set126076,"['0.61', '18']"
fss2ljs01s082_set082026,"['0.8', '18']"
fcn4ljs02s197_set197086,"['0.68', '17']"
fcb5ash00s157_set157037,"['1.47', '28']"
fss3pks00s029_set029018,"['0.38', '8']"
fss4jsy03s143_set143094,"['1.29', '7']"
mss4ljw00s039_set039058,"['0.71', '19']"
fss3yje00s001_set001039,"['1.1', '31']"
mcn3kgh01s181_set181051,"['0.79', '10']"
mkn2ngw00s055_set055002,"['1.28', '10']"
fcn4ksj00s038_set038074,"['0.67', '11']"
fjn1nyr00s190_set190084,"['1.09', '14']"
fkb4lhh00s140_set140048,"['1.14', '14']"
mss1hwh00s128_set128047,"['1.46', '7']"
fcn3pej00s139_set139052,"['1.23', '9']"
mjn3ksh04s052_set052062,"['1.06', '13']"
fcn3lmk00s131_set131044,"['0.94', '19']"
mcn3wjs00s105_set105043,"['0.7', '14']"
mss1bsc00s012_set012077,"['0.96', '17']"
mkn3kog00s032_set032069,"['0.76', '21']"
mss2msi00s122_set122085,"['0.26', '17']"
mkn3lsw01s046_set046064,"['0.21', '5']"
fkn3lni00s182_set182061,"['1.44', '7']"
mss4lyn00s104_set104015,"['1.21', '20']"
fkb4cys00s069_set069096,"['0.29', '7']"
fkn2jsy02s065_set065044,"['1.29', '7']"
fcn4ljs02s197_set197024,"['0.54', '9']"
mkn3lgn00s051_set051100,"['0.6', '4']"
mkn3jws00s043_set043044,"['1.23', '9']"
fcn2kjh00s180_set180076,"['0.71', '8']"
fkn2lho00s100_set100098,"['1.08', '17']"
mjn3sjh01s163_set163102,"['0.59', '10']"
fcn3lmk00s131_set131008,"['0.87', '15']"
mcn1lch04s193_set193054,"['0.67', '16']"
fss4jse00s114_set114006,"['0.93', '24']"
fjn3pyh00s030_set030089,"['0.79', '12']"
fjn3kir00s014_set014084,"['0.67', '12']"
fkn2jjs00s051_set051036,"['0.87', '22']"
mjn4hbs00s170_set170067,"['0.56', '11']"
fss4peo00s004_set004087,"['1.23', '9']"
mkn2ngw00s055_set055071,"['0.29', '9']"
fcn3hhs00s089_set089050,"['1.08', '9']"
fjn4jms01s153_set153088,"['0.28', '11']"
fkb4lks00s077_set077027,"['1.36', '15']"
mss3cgh00s164_set164045,"['0.64', '15']"
fss3khj01s086_set086036,"['0.57', '9']"
fkn4lms02s186_set186010,"['0.79', '23']"
mss1bsc00s012_set012101,"['0.78', '8']"
fcn2kmk00s129_set129019,"['0.29', '11']"
fjn3kyo00s119_set119036,"['0.26', '13']"
mkn4eds00s014_set014053,"['0.68', '11']"
fkb3lkh01s161_set161046,"['0.96', '20']"
mcn2sdw00s175_set175078,"['0.93', '9']"
