audio_id,domain
27-123349-0012_8,"['SNR: 8']"
26-495-0001_-10,"['SNR: -10']"
8108-280354-0031_-8,"['SNR: -8']"
200-124139-0009_-8,"['SNR: -8']"
2910-131096-0047_-6,"['SNR: -6']"
831-130746-0003_0,"['SNR: 0']"
8088-284756-0086_-12,"['SNR: -12']"
1898-145715-0037_-12,"['SNR: -12']"
5703-47212-0036_7,"['SNR: 7']"
302-123504-0017_10,"['SNR: 10']"
211-122425-0038_-8,"['SNR: -8']"
7190-90542-0073_-15,"['SNR: -15']"
201-122255-0028_9,"['SNR: 9']"
5750-100289-0008_8,"['SNR: 8']"
1963-142393-0013_2,"['SNR: 2']"
5104-33406-0048_3,"['SNR: 3']"
4014-186175-0035_-14,"['SNR: -14']"
3168-173565-0021_2,"['SNR: 2']"
5192-19397-0059_6,"['SNR: 6']"
103-1240-0029_-9,"['SNR: -9']"
3807-4923-0008_8,"['SNR: 8']"
5561-41616-0031_-13,"['SNR: -13']"
3436-172162-0044_-12,"['SNR: -12']"
7511-102419-0048_8,"['SNR: 8']"
7148-59157-0015_-5,"['SNR: -5']"
1334-135589-0018_-3,"['SNR: -3']"
1455-134435-0014_-7,"['SNR: -7']"
226-122538-0022_5,"['SNR: 5']"
8014-112602-0013_-13,"['SNR: -13']"
1334-135589-0049_-10,"['SNR: -10']"
8838-298545-0043_7,"['SNR: 7']"
5678-43302-0011_-5,"['SNR: -5']"
3723-171631-0022_7,"['SNR: 7']"
3607-29116-0033_-4,"['SNR: -4']"
2518-154826-0027_5,"['SNR: 5']"
3440-171009-0048_3,"['SNR: 3']"
3699-175950-0007_9,"['SNR: 9']"
2092-145706-0080_9,"['SNR: 9']"
3374-298025-0017_2,"['SNR: 2']"
1040-133433-0073_-10,"['SNR: -10']"
3112-9555-0078_-4,"['SNR: -4']"
441-130108-0021_-14,"['SNR: -14']"
2817-142371-0017_-9,"['SNR: -9']"
332-128985-0061_-8,"['SNR: -8']"
8238-274553-0034_10,"['SNR: 10']"
6529-62554-0016_-10,"['SNR: -10']"
403-128339-0023_-10,"['SNR: -10']"
4640-19189-0026_2,"['SNR: 2']"
226-122538-0006_4,"['SNR: 4']"
201-127786-0031_-4,"['SNR: -4']"
125-121124-0030_8,"['SNR: 8']"
4018-107312-0026_4,"['SNR: 4']"
3235-28433-0035_-14,"['SNR: -14']"
7859-102521-0015_-10,"['SNR: -10']"
5703-47198-0000_-13,"['SNR: -13']"
322-124146-0012_-2,"['SNR: -2']"
3664-178366-0002_5,"['SNR: 5']"
2002-139469-0109_6,"['SNR: 6']"
4267-78186-0019_5,"['SNR: 5']"
5104-33406-0001_-12,"['SNR: -12']"
1594-135914-0092_-5,"['SNR: -5']"
460-172359-0070_-9,"['SNR: -9']"
1034-121119-0047_-15,"['SNR: -15']"
2092-145706-0005_-6,"['SNR: -6']"
1553-140047-0012_-14,"['SNR: -14']"
3112-9554-0005_-15,"['SNR: -15']"
7278-246956-0011_8,"['SNR: 8']"
6147-34606-0012_-1,"['SNR: -1']"
587-41619-0008_-11,"['SNR: -11']"
6529-62554-0050_-10,"['SNR: -10']"
2289-152254-0011_10,"['SNR: 10']"
831-130739-0010_-5,"['SNR: -5']"
6078-54013-0004_-2,"['SNR: -2']"
2002-139469-0058_-2,"['SNR: -2']"
3259-158083-0050_9,"['SNR: 9']"
7148-59157-0004_5,"['SNR: 5']"
8226-274369-0055_-7,"['SNR: -7']"
2007-132570-0046_0,"['SNR: 0']"
2514-149482-0036_9,"['SNR: 9']"
1263-141777-0001_4,"['SNR: 4']"
4195-17507-0019_-15,"['SNR: -15']"
6563-285357-0023_5,"['SNR: 5']"
4830-25904-0039_-6,"['SNR: -6']"
3879-173592-0042_5,"['SNR: 5']"
6836-76549-0016_-14,"['SNR: -14']"
1081-125237-0011_-10,"['SNR: -10']"
7264-92316-0019_-10,"['SNR: -10']"
412-126975-0024_5,"['SNR: 5']"
298-126790-0031_9,"['SNR: 9']"
6818-68772-0032_1,"['SNR: 1']"
1841-150351-0013_-6,"['SNR: -6']"
1594-135914-0004_1,"['SNR: 1']"
307-127539-0014_7,"['SNR: 7']"
250-142286-0011_-7,"['SNR: -7']"
6836-61804-0025_7,"['SNR: 7']"
2136-5147-0024_-9,"['SNR: -9']"
2691-156745-0000_-5,"['SNR: -5']"
5049-25947-0062_-8,"['SNR: -8']"
7178-34644-0015_2,"['SNR: 2']"
1235-135883-0003_-14,"['SNR: -14']"
2436-2476-0017_-5,"['SNR: -5']"
201-127786-0038_1,"['SNR: 1']"
8770-295465-0002_-13,"['SNR: -13']"
1355-39947-0062_-8,"['SNR: -8']"
1723-141149-0077_0,"['SNR: 0']"
2911-7601-0023_-12,"['SNR: -12']"
1183-133256-0008_1,"['SNR: 1']"
8226-274371-0046_9,"['SNR: 9']"
4195-186236-0016_10,"['SNR: 10']"
1235-135884-0020_-8,"['SNR: -8']"
2196-170151-0009_-7,"['SNR: -7']"
5393-19218-0018_-13,"['SNR: -13']"
1578-140045-0013_-6,"['SNR: -6']"
8063-274116-0025_-6,"['SNR: -6']"
4406-16883-0024_-11,"['SNR: -11']"
8312-279791-0041_10,"['SNR: 10']"
328-129766-0068_4,"['SNR: 4']"
226-131533-0026_4,"['SNR: 4']"
5049-25947-0058_-15,"['SNR: -15']"
7067-76048-0013_5,"['SNR: 5']"
2910-131096-0084_4,"['SNR: 4']"
5339-14133-0034_-13,"['SNR: -13']"
87-121553-0083_-4,"['SNR: -4']"
3723-171631-0040_-5,"['SNR: -5']"
426-122819-0001_3,"['SNR: 3']"
6385-34655-0032_-8,"['SNR: -8']"
7505-258958-0007_2,"['SNR: 2']"
7059-77900-0037_7,"['SNR: 7']"
7800-283478-0029_-12,"['SNR: -12']"
150-126107-0039_0,"['SNR: 0']"
6019-3185-0089_2,"['SNR: 2']"
8630-305213-0049_-7,"['SNR: -7']"
1363-135842-0034_2,"['SNR: 2']"
89-218-0030_-12,"['SNR: -12']"
5339-14133-0039_4,"['SNR: 4']"
911-128684-0010_-15,"['SNR: -15']"
6818-68772-0022_1,"['SNR: 1']"
5163-39921-0004_8,"['SNR: 8']"
5703-47212-0037_9,"['SNR: 9']"
2002-139469-0094_5,"['SNR: 5']"
6181-216552-0081_-9,"['SNR: -9']"
150-132655-0018_-10,"['SNR: -10']"
3723-171115-0020_3,"['SNR: 3']"
1553-140047-0004_4,"['SNR: 4']"
211-122425-0034_5,"['SNR: 5']"
3982-182255-0006_5,"['SNR: 5']"
1246-124548-0015_0,"['SNR: 0']"
3723-171631-0008_5,"['SNR: 5']"
5393-19219-0034_7,"['SNR: 7']"
1553-140048-0014_-14,"['SNR: -14']"
1069-133699-0003_10,"['SNR: 10']"
3807-4923-0030_-6,"['SNR: -6']"
6064-56165-0002_-7,"['SNR: -7']"
4640-19187-0004_-9,"['SNR: -9']"
6437-66173-0002_9,"['SNR: 9']"
8051-118101-0033_-15,"['SNR: -15']"
5808-48608-0006_10,"['SNR: 10']"
3982-182255-0009_6,"['SNR: 6']"
3374-298032-0006_-2,"['SNR: -2']"
6529-62556-0017_-7,"['SNR: -7']"
198-126831-0001_-5,"['SNR: -5']"
8051-295385-0001_4,"['SNR: 4']"
1723-141149-0027_3,"['SNR: 3']"
4362-15663-0079_2,"['SNR: 2']"
7780-274562-0021_3,"['SNR: 3']"
2989-138028-0011_-15,"['SNR: -15']"
5393-19218-0023_0,"['SNR: 0']"
6367-65536-0072_-10,"['SNR: -10']"
39-121914-0055_8,"['SNR: 8']"
1502-122615-0001_-5,"['SNR: -5']"
5322-7679-0038_5,"['SNR: 5']"
4830-25904-0028_0,"['SNR: 0']"
2384-152900-0039_8,"['SNR: 8']"
2989-138035-0014_3,"['SNR: 3']"
4441-76263-0026_4,"['SNR: 4']"
5104-33406-0054_2,"['SNR: 2']"
118-47824-0006_10,"['SNR: 10']"
5456-62014-0009_1,"['SNR: 1']"
3526-176651-0008_-9,"['SNR: -9']"
2518-154826-0029_-11,"['SNR: -11']"
2159-179156-0023_2,"['SNR: 2']"
669-129061-0060_-6,"['SNR: -6']"
198-126831-0038_7,"['SNR: 7']"
60-121082-0074_-10,"['SNR: -10']"
3242-67168-0001_6,"['SNR: 6']"
103-1240-0054_-11,"['SNR: -11']"
4362-15663-0048_3,"['SNR: 3']"
200-124139-0031_1,"['SNR: 1']"
1363-139304-0022_-1,"['SNR: -1']"
87-121553-0051_-13,"['SNR: -13']"
2136-5140-0037_-9,"['SNR: -9']"
7302-86815-0073_3,"['SNR: 3']"
5688-41232-0056_-13,"['SNR: -13']"
403-126855-0024_-9,"['SNR: -9']"
4853-27671-0031_10,"['SNR: 10']"
2416-152139-0022_-2,"['SNR: -2']"
1723-141149-0025_-7,"['SNR: -7']"
4014-186179-0009_6,"['SNR: 6']"
4088-158077-0015_4,"['SNR: 4']"
5022-29405-0000_3,"['SNR: 3']"
1088-134315-0039_0,"['SNR: 0']"
6415-116629-0033_2,"['SNR: 2']"
8629-261140-0046_6,"['SNR: 6']"
7059-88364-0032_-7,"['SNR: -7']"
4830-25904-0019_-13,"['SNR: -13']"
3607-29116-0015_-12,"['SNR: -12']"
446-123501-0001_-12,"['SNR: -12']"
4853-27671-0008_-10,"['SNR: -10']"
5163-18515-0045_-7,"['SNR: -7']"
7780-274562-0078_4,"['SNR: 4']"
8425-292520-0003_-4,"['SNR: -4']"
2436-2476-0035_7,"['SNR: 7']"
6415-116629-0025_3,"['SNR: 3']"
909-131041-0010_-10,"['SNR: -10']"
19-198-0007_-1,"['SNR: -1']"
5514-19192-0001_-15,"['SNR: -15']"
8051-295385-0015_2,"['SNR: 2']"
7635-105409-0061_-5,"['SNR: -5']"
8088-284756-0048_-9,"['SNR: -9']"
233-155990-0036_-10,"['SNR: -10']"
4297-13006-0029_-13,"['SNR: -13']"
2764-36616-0011_-9,"['SNR: -9']"
5561-39621-0043_9,"['SNR: 9']"
211-122425-0064_-2,"['SNR: -2']"
298-126791-0055_-13,"['SNR: -13']"
481-123720-0075_-4,"['SNR: -4']"
7511-102420-0004_5,"['SNR: 5']"
200-126784-0009_8,"['SNR: 8']"
1963-142393-0030_10,"['SNR: 10']"
1723-141149-0054_-6,"['SNR: -6']"
4640-19189-0044_6,"['SNR: 6']"
7302-86815-0054_-2,"['SNR: -2']"
2910-131096-0057_6,"['SNR: 6']"
5322-7680-0033_7,"['SNR: 7']"
7447-91187-0049_-11,"['SNR: -11']"
426-122821-0025_3,"['SNR: 3']"
5867-48852-0054_-12,"['SNR: -12']"
32-21625-0014_7,"['SNR: 7']"
322-124147-0034_1,"['SNR: 1']"
405-130895-0035_7,"['SNR: 7']"
6064-300880-0000_-7,"['SNR: -7']"
8770-295463-0001_1,"['SNR: 1']"
118-47824-0071_-6,"['SNR: -6']"
8747-293952-0066_-11,"['SNR: -11']"
460-172359-0041_-9,"['SNR: -9']"
2136-5147-0018_3,"['SNR: 3']"
909-131044-0021_6,"['SNR: 6']"
4813-248641-0039_2,"['SNR: 2']"
150-126107-0016_-9,"['SNR: -9']"
4014-186175-0018_-11,"['SNR: -11']"
587-54108-0029_4,"['SNR: 4']"
8747-293952-0011_1,"['SNR: 1']"
4788-94904-0031_-15,"['SNR: -15']"
5561-41615-0030_-11,"['SNR: -11']"
1069-133709-0041_-13,"['SNR: -13']"
2843-152918-0002_8,"['SNR: 8']"
1263-138246-0026_6,"['SNR: 6']"
233-134440-0052_-3,"['SNR: -3']"
5456-58161-0018_7,"['SNR: 7']"
669-129061-0002_-4,"['SNR: -4']"
4160-14187-0013_-12,"['SNR: -12']"
4813-248641-0035_-8,"['SNR: -8']"
4137-11702-0019_-7,"['SNR: -7']"
5163-39921-0050_6,"['SNR: 6']"
4088-158077-0045_3,"['SNR: 3']"
4853-27670-0033_0,"['SNR: 0']"
3440-171006-0000_-14,"['SNR: -14']"
5463-39173-0027_-10,"['SNR: -10']"
6531-61334-0108_-8,"['SNR: -8']"
1069-133699-0037_-9,"['SNR: -9']"
8580-287364-0043_6,"['SNR: 6']"
4830-25904-0012_-12,"['SNR: -12']"
3235-28452-0010_5,"['SNR: 5']"
1116-137572-0034_9,"['SNR: 9']"
1970-26100-0036_8,"['SNR: 8']"
2391-145015-0037_-15,"['SNR: -15']"
1737-142397-0001_1,"['SNR: 1']"
4297-13006-0020_-9,"['SNR: -9']"
8468-294887-0037_-14,"['SNR: -14']"
7059-77897-0002_-9,"['SNR: -9']"
7113-86041-0035_-9,"['SNR: -9']"
8226-274371-0016_3,"['SNR: 3']"
3830-12530-0035_8,"['SNR: 8']"
118-121721-0012_0,"['SNR: 0']"
83-3054-0016_-10,"['SNR: -10']"
6848-252322-0019_-11,"['SNR: -11']"
8630-305213-0012_2,"['SNR: 2']"
4340-15220-0038_-3,"['SNR: -3']"
1578-6379-0008_1,"['SNR: 1']"
6925-80680-0059_-4,"['SNR: -4']"
3486-166424-0050_-2,"['SNR: -2']"
7078-271888-0030_5,"['SNR: 5']"
8629-261139-0008_1,"['SNR: 1']"
5393-19218-0010_-14,"['SNR: -14']"
1116-137572-0037_5,"['SNR: 5']"
3830-12535-0025_9,"['SNR: 9']"
6078-54007-0033_-13,"['SNR: -13']"
5789-70653-0013_-8,"['SNR: -8']"
298-126791-0028_-11,"['SNR: -11']"
5750-100289-0047_-4,"['SNR: -4']"
8238-274553-0014_1,"['SNR: 1']"
5393-19218-0053_2,"['SNR: 2']"
1116-132851-0024_-3,"['SNR: -3']"
4397-15668-0008_6,"['SNR: 6']"
328-129766-0057_7,"['SNR: 7']"
233-155990-0026_5,"['SNR: 5']"
587-54108-0033_7,"['SNR: 7']"
1841-179183-0003_9,"['SNR: 9']"
1624-168623-0031_-13,"['SNR: -13']"
7226-86965-0042_-9,"['SNR: -9']"
289-121665-0045_-2,"['SNR: -2']"
3440-171009-0020_-7,"['SNR: -7']"
8063-274116-0036_7,"['SNR: 7']"
4088-158077-0050_1,"['SNR: 1']"
103-1241-0030_-8,"['SNR: -8']"
1970-28415-0030_-12,"['SNR: -12']"
7067-76048-0016_10,"['SNR: 10']"
5393-19218-0057_-11,"['SNR: -11']"
7264-92310-0030_0,"['SNR: 0']"
198-129977-0014_7,"['SNR: 7']"
2910-131096-0002_-3,"['SNR: -3']"
4397-15678-0030_3,"['SNR: 3']"
6848-76049-0014_5,"['SNR: 5']"
1594-135914-0046_3,"['SNR: 3']"
2092-145706-0026_-12,"['SNR: -12']"
19-227-0051_7,"['SNR: 7']"
87-121553-0077_-15,"['SNR: -15']"
322-124146-0032_-11,"['SNR: -11']"
4340-15220-0019_-11,"['SNR: -11']"
60-121082-0009_8,"['SNR: 8']"
2196-174172-0013_1,"['SNR: 1']"
332-128985-0071_-15,"['SNR: -15']"
4813-248638-0000_-6,"['SNR: -6']"
6078-54013-0025_-12,"['SNR: -12']"
4406-16883-0055_-9,"['SNR: -9']"
2843-152918-0046_-12,"['SNR: -12']"
6880-216547-0109_-8,"['SNR: -8']"
7517-100437-0013_-2,"['SNR: -2']"
426-122821-0042_-4,"['SNR: -4']"
7067-76047-0023_2,"['SNR: 2']"
1867-154075-0043_9,"['SNR: 9']"
5104-33407-0026_-5,"['SNR: -5']"
7447-91187-0069_7,"['SNR: 7']"
374-180299-0018_6,"['SNR: 6']"
1578-140045-0018_5,"['SNR: 5']"
1970-28415-0011_8,"['SNR: 8']"
6367-74004-0014_-11,"['SNR: -11']"
328-129766-0035_0,"['SNR: 0']"
248-130644-0008_4,"['SNR: 4']"
7264-92310-0008_-11,"['SNR: -11']"
6836-61803-0015_-3,"['SNR: -3']"
8108-280354-0022_-6,"['SNR: -6']"
8468-286673-0039_2,"['SNR: 2']"
5561-41616-0034_-5,"['SNR: -5']"
5393-19218-0020_-4,"['SNR: -4']"
7190-90542-0078_10,"['SNR: 10']"
5703-47198-0024_9,"['SNR: 9']"
7264-92316-0005_6,"['SNR: 6']"
8419-293469-0021_-6,"['SNR: -6']"
26-495-0066_8,"['SNR: 8']"
6181-216552-0071_-11,"['SNR: -11']"
2007-149877-0017_-7,"['SNR: -7']"
7859-102519-0020_7,"['SNR: 7']"
8095-274345-0025_3,"['SNR: 3']"
5808-48608-0008_-8,"['SNR: -8']"
5456-58161-0011_8,"['SNR: 8']"
8238-274553-0071_4,"['SNR: 4']"
887-123290-0028_9,"['SNR: 9']"
8226-274371-0037_0,"['SNR: 0']"
6836-61804-0035_-14,"['SNR: -14']"
5778-54535-0008_-6,"['SNR: -6']"
196-122159-0012_7,"['SNR: 7']"
4137-11702-0039_-11,"['SNR: -11']"
8838-298546-0034_-8,"['SNR: -8']"
200-124139-0029_1,"['SNR: 1']"
1355-39947-0060_0,"['SNR: 0']"
2989-138035-0075_-4,"['SNR: -4']"
8797-294123-0003_-13,"['SNR: -13']"
7859-102519-0018_6,"['SNR: 6']"
8468-295198-0011_4,"['SNR: 4']"
4214-7146-0019_10,"['SNR: 10']"
40-121026-0044_0,"['SNR: 0']"
1355-39947-0055_2,"['SNR: 2']"
8425-287387-0003_-3,"['SNR: -3']"
254-27760-0029_2,"['SNR: 2']"
3486-166424-0026_-14,"['SNR: -14']"
7517-100442-0023_2,"['SNR: 2']"
7113-86041-0055_9,"['SNR: 9']"
302-123523-0011_-8,"['SNR: -8']"
4214-7146-0007_3,"['SNR: 3']"
7505-258964-0011_10,"['SNR: 10']"
8629-261140-0011_-4,"['SNR: -4']"
229-130880-0091_7,"['SNR: 7']"
5789-57158-0031_-3,"['SNR: -3']"
4859-22176-0000_-8,"['SNR: -8']"
3879-173592-0020_-1,"['SNR: -1']"
1455-134435-0010_-9,"['SNR: -9']"
2836-5355-0044_2,"['SNR: 2']"
5456-58161-0007_-5,"['SNR: -5']"
887-123290-0029_-7,"['SNR: -7']"
4018-107312-0032_-5,"['SNR: -5']"
4160-11550-0002_0,"['SNR: 0']"
4680-16041-0014_-10,"['SNR: -10']"
7794-295955-0007_-5,"['SNR: -5']"
4898-20016-0038_-7,"['SNR: -7']"
5049-25947-0029_-11,"['SNR: -11']"
3235-28433-0009_-1,"['SNR: -1']"
5393-19219-0017_9,"['SNR: 9']"
322-124146-0000_-10,"['SNR: -10']"
5390-30096-0030_-14,"['SNR: -14']"
6529-62554-0020_-6,"['SNR: -6']"
5561-41615-0038_-15,"['SNR: -15']"
1743-142914-0021_1,"['SNR: 1']"
8465-246947-0014_7,"['SNR: 7']"
426-122819-0027_3,"['SNR: 3']"
6209-34600-0028_-2,"['SNR: -2']"
8609-283227-0056_-7,"['SNR: -7']"
1553-140048-0036_-13,"['SNR: -13']"
8419-293469-0005_-7,"['SNR: -7']"
311-124404-0107_-2,"['SNR: -2']"
7190-90542-0019_-2,"['SNR: -2']"
2989-138035-0041_4,"['SNR: 4']"
4481-17498-0028_5,"['SNR: 5']"
7148-82991-0033_-2,"['SNR: -2']"
8797-294123-0076_-6,"['SNR: -6']"
2952-410-0055_4,"['SNR: 4']"
332-128985-0014_5,"['SNR: 5']"
6563-63821-0029_-4,"['SNR: -4']"
911-128684-0041_0,"['SNR: 0']"
6415-111615-0039_-5,"['SNR: -5']"
2384-152900-0010_-7,"['SNR: -7']"
3526-176651-0009_-3,"['SNR: -3']"
5514-19193-0011_-6,"['SNR: -6']"
7794-295947-0005_-2,"['SNR: -2']"
8098-278278-0033_-10,"['SNR: -10']"
60-121082-0068_-8,"['SNR: -8']"
89-219-0033_-9,"['SNR: -9']"
311-124404-0080_-1,"['SNR: -1']"
1970-28415-0005_0,"['SNR: 0']"
7635-105409-0058_-11,"['SNR: -11']"
7367-86737-0045_-11,"['SNR: -11']"
7517-100437-0012_-8,"['SNR: -8']"
6078-54013-0056_10,"['SNR: 10']"
4137-11702-0029_9,"['SNR: 9']"
1455-134435-0011_4,"['SNR: 4']"
8226-274371-0004_-8,"['SNR: -8']"
7067-76048-0030_3,"['SNR: 3']"
6064-300880-0033_3,"['SNR: 3']"
1455-138263-0016_-1,"['SNR: -1']"
6531-61334-0048_7,"['SNR: 7']"
7078-271888-0081_-2,"['SNR: -2']"
3664-178366-0030_4,"['SNR: 4']"
6836-61803-0027_-14,"['SNR: -14']"
83-3054-0014_10,"['SNR: 10']"
8095-274346-0024_3,"['SNR: 3']"
250-142286-0029_-13,"['SNR: -13']"
7794-295955-0031_-8,"['SNR: -8']"
8425-291444-0002_-15,"['SNR: -15']"
8051-118101-0019_0,"['SNR: 0']"
6081-41997-0026_-8,"['SNR: -8']"
3214-167602-0006_4,"['SNR: 4']"
8051-118101-0008_-10,"['SNR: -10']"
1334-135589-0007_7,"['SNR: 7']"
2416-152139-0042_7,"['SNR: 7']"
118-47824-0029_-7,"['SNR: -7']"
250-142286-0030_3,"['SNR: 3']"
7505-258964-0009_-6,"['SNR: -6']"
3807-4955-0007_3,"['SNR: 3']"
40-222-0016_2,"['SNR: 2']"
6880-216547-0034_-5,"['SNR: -5']"
5808-54425-0043_2,"['SNR: 2']"
6367-65536-0022_1,"['SNR: 1']"
911-128684-0006_-5,"['SNR: -5']"
27-123349-0005_-3,"['SNR: -3']"
83-9960-0018_5,"['SNR: 5']"
8630-305212-0004_4,"['SNR: 4']"
8123-275216-0000_-1,"['SNR: -1']"
7278-104730-0036_8,"['SNR: 8']"
3983-5371-0013_-14,"['SNR: -14']"
5652-39938-0050_-3,"['SNR: -3']"
5022-29405-0038_-14,"['SNR: -14']"
1737-142397-0012_-12,"['SNR: -12']"
5789-57158-0015_5,"['SNR: 5']"
5750-100289-0003_10,"['SNR: 10']"
3982-182255-0038_2,"['SNR: 2']"
7190-90543-0018_-2,"['SNR: -2']"
1898-145724-0020_-9,"['SNR: -9']"
7178-34645-0026_9,"['SNR: 9']"
7402-90848-0010_-15,"['SNR: -15']"
3664-11714-0030_-9,"['SNR: -9']"
8312-279790-0004_-14,"['SNR: -14']"
233-134440-0019_7,"['SNR: 7']"
2092-145709-0004_4,"['SNR: 4']"
254-127705-0010_-4,"['SNR: -4']"
39-121914-0053_9,"['SNR: 9']"
311-124404-0085_6,"['SNR: 6']"
4160-14187-0002_-15,"['SNR: -15']"
2764-36617-0021_1,"['SNR: 1']"
2196-174172-0031_-2,"['SNR: -2']"
8580-287364-0010_-12,"['SNR: -12']"
2952-410-0012_1,"['SNR: 1']"
328-129766-0083_-2,"['SNR: -2']"
5104-33406-0058_3,"['SNR: 3']"
1737-142397-0008_2,"['SNR: 2']"
2002-139469-0059_-8,"['SNR: -8']"
3240-131232-0020_10,"['SNR: 10']"
6531-61334-0129_-6,"['SNR: -6']"
7226-86964-0009_8,"['SNR: 8']"
441-130108-0029_-9,"['SNR: -9']"
4051-11217-0003_-3,"['SNR: -3']"
2952-410-0022_-11,"['SNR: -11']"
3857-182315-0044_4,"['SNR: 4']"
7067-76048-0007_-4,"['SNR: -4']"
229-130880-0077_-12,"['SNR: -12']"
445-123857-0026_-10,"['SNR: -10']"
3664-178366-0022_5,"['SNR: 5']"
5514-19192-0035_-9,"['SNR: -9']"
3526-176653-0024_-3,"['SNR: -3']"
2893-139310-0026_5,"['SNR: 5']"
2989-138028-0005_-11,"['SNR: -11']"
7635-105409-0008_8,"['SNR: 8']"
7178-34644-0061_-12,"['SNR: -12']"
3242-8112-0036_8,"['SNR: 8']"
6209-34599-0010_-13,"['SNR: -13']"
1926-147979-0045_-11,"['SNR: -11']"
5703-47212-0032_-9,"['SNR: -9']"
150-132655-0012_-4,"['SNR: -4']"
3526-175658-0029_-5,"['SNR: -5']"
6081-42010-0028_-3,"['SNR: -3']"
6437-66172-0017_9,"['SNR: 9']"
831-130739-0008_5,"['SNR: 5']"
254-127705-0014_-11,"['SNR: -11']"
4859-22176-0010_-13,"['SNR: -13']"
5456-58161-0025_-1,"['SNR: -1']"
4853-27671-0022_4,"['SNR: 4']"
7059-77897-0003_0,"['SNR: 0']"
7517-100442-0030_9,"['SNR: 9']"
2518-154825-0043_1,"['SNR: 1']"
8324-286683-0016_5,"['SNR: 5']"
8226-274369-0047_10,"['SNR: 10']"
8425-246962-0029_-7,"['SNR: -7']"
2817-142371-0020_-15,"['SNR: -15']"
254-27760-0012_0,"['SNR: 0']"
6064-56165-0016_-7,"['SNR: -7']"
3214-167607-0007_1,"['SNR: 1']"
5750-100289-0077_-13,"['SNR: -13']"
1723-141149-0018_-13,"['SNR: -13']"
3214-167602-0000_-6,"['SNR: -6']"
8770-295462-0030_2,"['SNR: 2']"
103-1240-0031_10,"['SNR: 10']"
2092-145706-0083_-7,"['SNR: -7']"
3240-131231-0083_-6,"['SNR: -6']"
1088-134318-0003_-5,"['SNR: -5']"
6563-63821-0039_-5,"['SNR: -5']"
3214-167606-0035_-10,"['SNR: -10']"
8098-275181-0018_-11,"['SNR: -11']"
6147-34606-0031_-3,"['SNR: -3']"
302-123504-0034_1,"['SNR: 1']"
2518-154825-0056_1,"['SNR: 1']"
8088-284756-0089_3,"['SNR: 3']"
5104-33407-0043_-5,"['SNR: -5']"
1502-122619-0091_-3,"['SNR: -3']"
1081-125237-0082_4,"['SNR: 4']"
1926-147987-0017_-3,"['SNR: -3']"
4859-26870-0006_-14,"['SNR: -14']"
5514-19192-0018_6,"['SNR: 6']"
7178-34644-0047_-2,"['SNR: -2']"
4406-16883-0021_-6,"['SNR: -6']"
5867-48852-0043_7,"['SNR: 7']"
6925-80680-0000_5,"['SNR: 5']"
4267-287369-0024_8,"['SNR: 8']"
7511-102419-0044_-6,"['SNR: -6']"
5808-54425-0017_-11,"['SNR: -11']"
5808-54425-0053_-7,"['SNR: -7']"
8747-293952-0038_-4,"['SNR: -4']"
4018-103416-0011_-10,"['SNR: -10']"
3830-12530-0018_8,"['SNR: 8']"
150-126112-0004_9,"['SNR: 9']"
405-130895-0011_-13,"['SNR: -13']"
4481-17498-0034_1,"['SNR: 1']"
60-121082-0091_-7,"['SNR: -7']"
1502-122619-0085_-3,"['SNR: -3']"
5393-19218-0012_4,"['SNR: 4']"
1553-140047-0025_3,"['SNR: 3']"
441-128988-0028_3,"['SNR: 3']"
6081-42010-0024_-12,"['SNR: -12']"
1578-140045-0028_1,"['SNR: 1']"
1594-135914-0003_6,"['SNR: 6']"
3983-5371-0036_5,"['SNR: 5']"
150-126112-0016_-5,"['SNR: -5']"
5652-39938-0003_9,"['SNR: 9']"
6064-56165-0008_-3,"['SNR: -3']"
4441-76262-0019_-11,"['SNR: -11']"
481-123719-0029_-8,"['SNR: -8']"
426-122822-0022_8,"['SNR: 8']"
8770-295462-0013_2,"['SNR: 2']"
3436-172162-0022_9,"['SNR: 9']"
1867-154071-0035_-13,"['SNR: -13']"
8580-287364-0031_9,"['SNR: 9']"
5393-19218-0015_-6,"['SNR: -6']"
2843-152918-0003_2,"['SNR: 2']"
5789-57158-0019_3,"['SNR: 3']"
5022-29411-0034_-12,"['SNR: -12']"
6531-61334-0006_-15,"['SNR: -15']"
2911-12359-0012_-3,"['SNR: -3']"
8609-283227-0006_-4,"['SNR: -4']"
3699-47246-0020_-12,"['SNR: -12']"
911-130578-0019_-10,"['SNR: -10']"
32-4137-0001_9,"['SNR: 9']"
8747-293952-0074_-13,"['SNR: -13']"
6081-42010-0003_-10,"['SNR: -10']"
4160-11550-0032_-13,"['SNR: -13']"
7078-271888-0035_-9,"['SNR: -9']"
839-130898-0026_5,"['SNR: 5']"
2514-149482-0001_2,"['SNR: 2']"
27-123349-0025_-9,"['SNR: -9']"
1455-134435-0057_-2,"['SNR: -2']"
7059-77900-0006_10,"['SNR: 10']"
5163-18515-0050_3,"['SNR: 3']"
1594-135914-0048_3,"['SNR: 3']"
2384-152900-0069_-4,"['SNR: -4']"
3436-172171-0021_-12,"['SNR: -12']"
1594-135914-0020_-1,"['SNR: -1']"
2952-410-0021_-6,"['SNR: -6']"
6563-285357-0035_4,"['SNR: 4']"
8226-274371-0051_8,"['SNR: 8']"
669-129061-0085_-10,"['SNR: -10']"
