mcn1lch04s193_set193010,"['팬더', '화산', '나비']"
fcn3lmk00s131_set131101,"['알파벳', '화산', '원자']"
fss3kmh01s084_set084004,"['소프트웨어', '팬더', '망원경']"
mjn3jbc00s179_set179009,"['호랑이', '샌드위치', '무지개']"
fkn4ceh00s189_set189070,"['선글라스', '무지개', '만화책']"
fss3kmj02s163_set163078,"['카멜레온', '스쿠버다이빙', '아이스크림']"
mcn3ykj00s033_set033071,"['미술관', '만화책', '선글라스']"
fkw3pes00s185_set185033,"['카멜레온', '호랑이', '드론']"
fjb3lbh01s076_set076013,"['알파벳', '조각상', '무지개']"
mkw3hse00s159_set159056,"['철도', '만화책', '드론']"
mss3cgh00s164_set164025,"['망원경', '잠수함', '철도']"
mss3ajh01s013_set013024,"['아이스크림', '망원경', '은하수']"
mkn4phc00s115_set115083,"['스쿠버다이빙', '원자', '카멜레온']"
mkn3kgh00s111_set111055,"['호랑이', '무지개', '소프트웨어']"
mss1hwh00s128_set128051,"['은하수', '선글라스', '망원경']"
fss4ysj00s111_set111057,"['만화책', '주식', '팬더']"
mkn4eds00s014_set014019,"['원자', '아이스크림', '은하수']"
mss2ocs00s138_set138089,"['만화책', '원자', '철도']"
fkb4cys00s069_set069049,"['호랑이', '축구공', '소프트웨어']"
mkn2mkn00s123_set123049,"['주식', '바이올린', '샌드위치']"
mjn3jhg00s059_set059006,"['원자', '아이스크림', '스쿠버다이빙']"
mkw2kds00s044_set044047,"['화산', '알파벳', '다이아몬드']"
mss1kkm01s129_set129060,"['팬더', '샌드위치', '알파벳']"
fkw4kem00s005_set005035,"['해파리', '샌드위치', '소프트웨어']"
mcn4hny00s187_set187077,"['알파벳', '다이아몬드', '바이올린']"
fkn2jjs00s051_set051016,"['카멜레온', '망원경', '소프트웨어']"
mcn3ksj02s116_set116077,"['잠수함', '화산', '피아노']"
mkw4oys00s119_set119051,"['해파리', '원자', '행성']"
fjn4cos00s011_set011061,"['스쿠버다이빙', '선글라스', '드론']"
fkb2ymh00s016_set016063,"['소프트웨어', '선글라스', '다이아몬드']"
mss3ktj00s025_set025048,"['나비', '주식', '행성']"
fcn2hij00s117_set117059,"['망원경', '드론', '호랑이']"
mkw2jch00s005_set005080,"['주식', '행성', '팬더']"
mss2lsm00s011_set011010,"['주식', '다이아몬드', '선글라스']"
fkn3kky00s137_set137091,"['아이스크림', '호랑이', '망원경']"
fjn3pbk00s135_set135058,"['해파리', '나비', '무지개']"
fkn3kky00s137_set137062,"['철도', '미술관', '망원경']"
fss2kjs00s032_set032071,"['소프트웨어', '해파리', '무지개']"
fjn2jhj01s152_set152002,"['조각상', '나비', '아이스크림']"
fkb3lkh01s161_set161042,"['아이스크림', '샌드위치', '미술관']"
mss3kjs05s147_set147063,"['팬더', '조각상', '미술관']"
mss3ykh00s022_set022017,"['스쿠버다이빙', '우산', '소프트웨어']"
mcn3kgh01s181_set181081,"['조각상', '샌드위치', '용암']"
fjb4jho00s091_set091066,"['샌드위치', '다이아몬드', '화산']"
mss3kjh02s156_set156031,"['소프트웨어', '미술관', '피아노']"
fcn4ljs02s197_set197074,"['미술관', '다이아몬드', '아이스크림']"
fjn1nyr00s190_set190083,"['용암', '철도', '호랑이']"
mss4lyn00s104_set104029,"['은하수', '나비', '알파벳']"
fkb4cys00s069_set069042,"['해파리', '드론', '조각상']"
fkn3lms01s113_set113075,"['팬더', '카멜레온', '미술관']"
mkn1swj00s078_set078101,"['바이올린', '주식', '용암']"
mkn3kog00s032_set032089,"['피아노', '선글라스', '행성']"
fss3hsa00s141_set141065,"['무지개', '나비', '행성']"
mkw2khr00s050_set050060,"['나비', '용암', '호랑이']"
mjn3jhg00s059_set059024,"['조각상', '원자', '은하수']"
fcn2oyo00s116_set116027,"['드론', '아이스크림', '스쿠버다이빙']"
fjn2ksh01s018_set018076,"['아이스크림', '원자', '샌드위치']"
mss3kjp00s094_set094011,"['나비', '다이아몬드', '아이스크림']"
fjb1shk00s183_set183102,"['아이스크림', '샌드위치', '축구공']"
fcb2yjh00s187_set187020,"['나비', '미술관', '해파리']"
mkw3lji01s191_set191098,"['나비', '만화책', '팬더']"
mkw1shg00s184_set184040,"['철도', '다이아몬드', '화산']"
mjn3kbs00s169_set169059,"['무지개', '잠수함', '미술관']"
mkn3koh01s048_set048079,"['소프트웨어', '화산', '용암']"
fjn3pyh00s030_set030015,"['팬더', '원자', '샌드위치']"
mjn2shr00s114_set114003,"['잠수함', '팬더', '피아노']"
fkb3ksm00s121_set121044,"['잠수함', '조각상', '나비']"
mss3ktj00s025_set025067,"['팬더', '다이아몬드', '은하수']"
mss4kyc00s041_set041037,"['다이아몬드', '아이스크림', '카멜레온']"
fkn1syl00s178_set178083,"['피아노', '축구공', '원자']"
fjb4jho00s091_set091093,"['행성', '샌드위치', '주식']"
mcn3lgh00s150_set150093,"['화산', '잠수함', '바이올린']"
fss1bjk00s021_set021048,"['주식', '아이스크림', '화산']"
mss1kkm01s129_set129056,"['미술관', '바이올린', '만화책']"
mcn1lch04s193_set193085,"['드론', '잠수함', '축구공']"
fcn5msh00s168_set168057,"['아이스크림', '카멜레온', '원자']"
mjn4ysh00s037_set037021,"['잠수함', '무지개', '나비']"
fjn3kir00s014_set014028,"['철도', '원자', '소프트웨어']"
mss2kjy00s002_set002028,"['스쿠버다이빙', '잠수함', '샌드위치']"
fkb2smj00s059_set059059,"['주식', '축구공', '호랑이']"
fjb3pjy00s106_set106019,"['만화책', '카멜레온', '주식']"
mss3kjy01s099_set099094,"['다이아몬드', '미술관', '무지개']"
fss4hcs00s071_set071002,"['나비', '선글라스', '주식']"
mss3kyk00s140_set140016,"['아이스크림', '망원경', '만화책']"
mcn3kgh01s181_set181045,"['미술관', '피아노', '철도']"
fcn4yyo00s181_set181075,"['카멜레온', '피아노', '드론']"
fkn3hmh00s144_set144089,"['다이아몬드', '미술관', '망원경']"
fjn3ksa00s049_set049076,"['카멜레온', '바이올린', '아이스크림']"
fkn3yks00s097_set097036,"['용암', '은하수', '호랑이']"
mss2kjy00s002_set002010,"['호랑이', '바이올린', '축구공']"
mss3lky00s020_set020037,"['스쿠버다이빙', '축구공', '철도']"
fkn3lni00s182_set182091,"['호랑이', '우산', '아이스크림']"
fkn2hsj00s087_set087025,"['망원경', '호랑이', '조각상']"
fss3hsa00s141_set141078,"['피아노', '다이아몬드', '만화책']"
fkn3pka00s073_set073084,"['샌드위치', '조각상', '호랑이']"
mss1kpj00s070_set070011,"['소프트웨어', '다이아몬드', '알파벳']"
fss2hyj00s036_set036066,"['소프트웨어', '행성', '스쿠버다이빙']"
fkw3hhy00s039_set039082,"['소프트웨어', '스쿠버다이빙', '조각상']"
fss2lch01s171_set171071,"['은하수', '잠수함', '알파벳']"
fjb3yhs00s012_set012078,"['호랑이', '축구공', '선글라스']"
fjn2jms00s150_set150043,"['해파리', '소프트웨어', '아이스크림']"
mcn4hny00s187_set187084,"['원자', '망원경', '화산']"
fjb2kmj00s044_set044083,"['무지개', '나비', '선글라스']"
mkn2mkn00s123_set123082,"['용암', '화산', '샌드위치']"
fkw3kma00s170_set170032,"['다이아몬드', '미술관', '스쿠버다이빙']"
mkn2kgy00s195_set195025,"['선글라스', '호랑이', '화산']"
mss1bsc00s012_set012038,"['피아노', '망원경', '잠수함']"
mkn3kes00s165_set165015,"['원자', '망원경', '드론']"
mjn3lyc00s086_set086076,"['만화책', '샌드위치', '축구공']"
fss4peo00s004_set004104,"['미술관', '조각상', '호랑이']"
fss2keh01s067_set067061,"['은하수', '우산', '화산']"
mkn3kjh03s161_set161087,"['바이올린', '잠수함', '피아노']"
mcn1lsg00s010_set010036,"['스쿠버다이빙', '아이스크림', '팬더']"
fcn4yyo00s181_set181081,"['샌드위치', '다이아몬드', '망원경']"
mjn3lwt00s172_set172056,"['축구공', '화산', '알파벳']"
mkn2kgy00s195_set195021,"['철도', '나비', '팬더']"
fkb2smj00s059_set059013,"['망원경', '용암', '우산']"
mss2psj01s061_set061078,"['철도', '원자', '주식']"
fkn2khh00s020_set020023,"['만화책', '원자', '미술관']"
mcn3ksj02s116_set116026,"['선글라스', '드론', '행성']"
mss4lyn00s104_set104023,"['카멜레온', '아이스크림', '미술관']"
fkn2lho00s100_set100026,"['다이아몬드', '미술관', '호랑이']"
fss1ksh02s019_set019033,"['우산', '화산', '무지개']"
fkn4ceh00s189_set189054,"['미술관', '은하수', '소프트웨어']"
mkn1hgc00s084_set084072,"['화산', '피아노', '나비']"
mkw2jch00s005_set005010,"['샌드위치', '선글라스', '우산']"
mss2ksh05s065_set065048,"['망원경', '화산', '피아노']"
mss4hcy00s021_set021084,"['팬더', '만화책', '화산']"
fjn3hks00s061_set061076,"['소프트웨어', '선글라스', '샌드위치']"
fkw2khj02s122_set122049,"['축구공', '스쿠버다이빙', '화산']"
mss3jhs00s093_set093008,"['잠수함', '알파벳', '원자']"
fkn4lms02s186_set186067,"['주식', '스쿠버다이빙', '미술관']"
mss4ksb00s098_set098079,"['알파벳', '잠수함', '다이아몬드']"
mss5ssh01s035_set035091,"['축구공', '망원경', '주식']"
fcn4jbs00s042_set042001,"['미술관', '은하수', '피아노']"
mss2msi00s122_set122096,"['무지개', '잠수함', '아이스크림']"
fss4jhk00s148_set148006,"['스쿠버다이빙', '주식', '다이아몬드']"
fss3lkh00s028_set028054,"['해파리', '주식', '행성']"
fkw3yhj01s194_set194066,"['팬더', '은하수', '원자']"
fjb4jho00s091_set091009,"['아이스크림', '선글라스', '호랑이']"
fss4hcs00s071_set071091,"['우산', '아이스크림', '조각상']"
mjn2jiw00s162_set162061,"['원자', '호랑이', '주식']"
mss2ocs00s138_set138030,"['용암', '팬더', '스쿠버다이빙']"
fcn3sem00s162_set162060,"['주식', '팬더', '미술관']"
fcn1khj03s179_set179054,"['피아노', '은하수', '조각상']"
fss4sjs00s023_set023041,"['무지개', '미술관', '스쿠버다이빙']"
fkn2jsy01s033_set033051,"['바이올린', '주식', '해파리']"
mjn3lgs00s171_set171068,"['호랑이', '드론', '소프트웨어']"
mcn3ksy00s026_set026067,"['카멜레온', '원자', '샌드위치']"
mss4ybh00s107_set107090,"['샌드위치', '만화책', '원자']"
fss4hcs00s071_set071098,"['팬더', '선글라스', '조각상']"
mcn3sgs00s036_set036062,"['선글라스', '바이올린', '스쿠버다이빙']"
fcb3kms00s127_set127070,"['우산', '카멜레온', '축구공']"
fcn3cks01s048_set048054,"['다이아몬드', '알파벳', '해파리']"
fkn4shy00s193_set193006,"['스쿠버다이빙', '아이스크림', '팬더']"
fcn2kmk00s129_set129059,"['스쿠버다이빙', '만화책', '철도']"
mcn2osh00s185_set185084,"['선글라스', '잠수함', '드론']"
fcn3sem00s162_set162081,"['조각상', '원자', '주식']"
mjn2jkh01s103_set103016,"['호랑이', '나비', '조각상']"
mkw2lcs00s180_set180083,"['망원경', '피아노', '아이스크림']"
fss4scs00s008_set008062,"['우산', '용암', '축구공']"
mcn4hny00s187_set187033,"['주식', '무지개', '샌드위치']"
fjn3pmj01s134_set134088,"['팬더', '나비', '화산']"
fcn3lje00s159_set159043,"['잠수함', '소프트웨어', '다이아몬드']"
mjn1chs00s198_set198063,"['은하수', '조각상', '바이올린']"
mkn3kjh03s161_set161010,"['소프트웨어', '망원경', '호랑이']"
fcn4jbs00s042_set042052,"['우산', '선글라스', '망원경']"
fkb4lks00s077_set077028,"['망원경', '행성', '주식']"
fss4yhj00s060_set060063,"['바이올린', '피아노', '나비']"
mcn3kss00s144_set144043,"['잠수함', '화산', '알파벳']"
fss3pyj00s191_set191008,"['팬더', '소프트웨어', '철도']"
fkw1kke00s196_set196031,"['축구공', '미술관', '샌드위치']"
fcb3kms00s127_set127017,"['아이스크림', '해파리', '만화책']"
mkn4jmg00s077_set077014,"['행성', '조각상', '우산']"
fjn3psy00s133_set133034,"['주식', '화산', '미술관']"
mcn2jih00s186_set186050,"['드론', '철도', '주식']"
fkn3pka00s073_set073099,"['우산', '팬더', '선글라스']"
mss3hck00s089_set089025,"['바이올린', '철도', '샌드위치']"
mcn4lbj00s113_set113102,"['원자', '만화책', '카멜레온']"
fss3hsa00s141_set141099,"['샌드위치', '만화책', '철도']"
fjb2psj00s064_set064018,"['미술관', '팬더', '우산']"
mss3jhs00s093_set093069,"['만화책', '망원경', '주식']"
fss2chm00s009_set009084,"['조각상', '카멜레온', '잠수함']"
mjn3kbs00s169_set169088,"['선글라스', '다이아몬드', '바이올린']"
mjn3lwt00s172_set172093,"['알파벳', '카멜레온', '호랑이']"
fss1bjk00s021_set021043,"['원자', '주식', '호랑이']"
fjn3pmj01s134_set134079,"['카멜레온', '피아노', '아이스크림']"
fcn3sem00s162_set162058,"['호랑이', '축구공', '주식']"
mss4ybd00s082_set082034,"['알파벳', '철도', '드론']"
mss4ljw00s039_set039062,"['행성', '아이스크림', '드론']"
fss3khs01s025_set025086,"['다이아몬드', '나비', '피아노']"
fss3jmk00s167_set167001,"['알파벳', '화산', '망원경']"
fjn3jmj00s107_set107100,"['행성', '샌드위치', '다이아몬드']"
mss4kyc00s041_set041057,"['나비', '바이올린', '은하수']"
mkn2kkm00s004_set004037,"['알파벳', '드론', '은하수']"
fkw3khj00s078_set078048,"['샌드위치', '조각상', '망원경']"
mss4lhs01s168_set168084,"['무지개', '팬더', '소프트웨어']"
mjn3lyc00s086_set086029,"['무지개', '나비', '잠수함']"
mcn3kss00s144_set144073,"['미술관', '철도', '아이스크림']"
mjn2jss00s068_set068049,"['소프트웨어', '알파벳', '선글라스']"
fkn3kse00s041_set041034,"['소프트웨어', '바이올린', '우산']"
mcn3shm00s130_set130075,"['만화책', '다이아몬드', '주식']"
mcn2jjs01s085_set085036,"['망원경', '조각상', '드론']"
fjn3psy00s133_set133024,"['우산', '알파벳', '주식']"
fss3hhy01s070_set070064,"['우산', '화산', '다이아몬드']"
mcn3ldi00s028_set028013,"['팬더', '용암', '무지개']"
mss2nsm00s121_set121081,"['원자', '아이스크림', '행성']"
mss3hck00s089_set089066,"['나비', '아이스크림', '스쿠버다이빙']"
fkn2jjs00s051_set051092,"['우산', '스쿠버다이빙', '망원경']"
mkn1kth00s137_set137012,"['행성', '호랑이', '미술관']"
fss5mjs00s057_set057009,"['잠수함', '나비', '드론']"
mss2kjy00s002_set002076,"['무지개', '선글라스', '바이올린']"
fcn3ljs00s081_set081092,"['팬더', '카멜레온', '화산']"
mss3jhs00s093_set093027,"['조각상', '샌드위치', '팬더']"
mss3jhs00s093_set093023,"['스쿠버다이빙', '주식', '용암']"
fss4ksh00s010_set010058,"['나비', '아이스크림', '드론']"
fkn3kse00s041_set041095,"['드론', '다이아몬드', '무지개']"
fkw3hsh01s188_set188023,"['나비', '망원경', '은하수']"
fkn4ceh00s189_set189003,"['잠수함', '호랑이', '스쿠버다이빙']"
fjb3kmy00s074_set074033,"['호랑이', '철도', '미술관']"
mkn3jyg00s073_set073065,"['카멜레온', '철도', '만화책']"
mjn4jha00s031_set031080,"['축구공', '무지개', '용암']"
fjn3pbk00s135_set135087,"['드론', '호랑이', '피아노']"
mcn4lbj00s113_set113069,"['팬더', '화산', '망원경']"
fss2lsy00s146_set146021,"['용암', '다이아몬드', '주식']"
mss4eks00s017_set017089,"['호랑이', '망원경', '소프트웨어']"
mss2pug00s007_set007018,"['무지개', '만화책', '알파벳']"
fkw1cek00s195_set195088,"['행성', '샌드위치', '주식']"
mss3sjy00s071_set071021,"['드론', '호랑이', '망원경']"
fcn3lmk00s131_set131090,"['화산', '용암', '망원경']"
mss4lsw00s045_set045026,"['카멜레온', '샌드위치', '선글라스']"
fss2lch01s171_set171061,"['은하수', '망원경', '소프트웨어']"
fss2kmj01s066_set066039,"['무지개', '축구공', '드론']"
fkw3hsh01s188_set188091,"['소프트웨어', '알파벳', '호랑이']"
fkn3kse00s041_set041062,"['미술관', '카멜레온', '드론']"
mjn2scg00s090_set090023,"['호랑이', '선글라스', '원자']"
mjn4kbh00s108_set108010,"['호랑이', '행성', '우산']"
mjn2jkh01s103_set103031,"['원자', '스쿠버다이빙', '피아노']"
fss3jmk00s167_set167060,"['샌드위치', '드론', '망원경']"
mjn3kbs01s173_set173059,"['다이아몬드', '나비', '팬더']"
fjn4csh00s164_set164039,"['잠수함', '해파리', '조각상']"
fss2hyj00s036_set036037,"['드론', '알파벳', '용암']"
mjn4ahs00s145_set145006,"['망원경', '축구공', '샌드위치']"
fss4yhj00s060_set060056,"['화산', '카멜레온', '주식']"
fss2kem02s115_set115007,"['조각상', '만화책', '미술관']"
fcn3hys00s093_set093013,"['축구공', '다이아몬드', '망원경']"
mcn2lyj00s142_set142029,"['샌드위치', '피아노', '선글라스']"
mkn3ejs00s095_set095002,"['무지개', '은하수', '선글라스']"
mss4lyn00s104_set104087,"['잠수함', '원자', '스쿠버다이빙']"
fss3sjw00s096_set096008,"['은하수', '무지개', '스쿠버다이빙']"
mkw3lbc00s023_set023055,"['카멜레온', '아이스크림', '화산']"
fss4scs00s008_set008082,"['우산', '카멜레온', '은하수']"
fcb1jkh00s200_set200023,"['해파리', '용암', '행성']"
fcb1khh01s184_set184074,"['알파벳', '드론', '용암']"
mkn3kjh03s161_set161048,"['카멜레온', '만화책', '미술관']"
fss2hyl00s058_set058098,"['스쿠버다이빙', '용암', '카멜레온']"
mss4kyc00s041_set041044,"['소프트웨어', '피아노', '해파리']"
mjn1jst00s189_set189028,"['나비', '조각상', '망원경']"
fjn3pmj01s134_set134094,"['스쿠버다이빙', '카멜레온', '무지개']"
mkn2ksh06s154_set154047,"['해파리', '화산', '호랑이']"
mjn3skj00s153_set153089,"['아이스크림', '호랑이', '무지개']"
mkn4eds00s014_set014081,"['우산', '선글라스', '철도']"
fcn4yyo00s181_set181028,"['스쿠버다이빙', '우산', '호랑이']"
fjb4jho00s091_set091070,"['미술관', '행성', '바이올린']"
mcn4pcg00s109_set109037,"['망원경', '바이올린', '알파벳']"
fjb3yhs00s012_set012024,"['팬더', '우산', '주식']"
fss3kmh00s015_set015087,"['팬더', '무지개', '미술관']"
fjn3lbh00s063_set063080,"['화산', '다이아몬드', '무지개']"
mcn2sdw00s175_set175101,"['행성', '만화책', '우산']"
fkw3hhy00s039_set039055,"['나비', '선글라스', '샌드위치']"
fkn2ley00s124_set124008,"['주식', '소프트웨어', '선글라스']"
mcn3wjs00s105_set105089,"['조각상', '알파벳', '우산']"
mjn2chj00s126_set126034,"['화산', '샌드위치', '팬더']"
fkn3pka00s073_set073044,"['만화책', '팬더', '무지개']"
mkw4cws00s112_set112046,"['샌드위치', '축구공', '무지개']"
fss4ysj00s111_set111048,"['바이올린', '화산', '호랑이']"
mkn2lkm00s029_set029085,"['행성', '소프트웨어', '알파벳']"
fkn3yks00s097_set097102,"['원자', '알파벳', '샌드위치']"
mkn1kth00s137_set137021,"['나비', '미술관', '은하수']"
mcn3ksj01s042_set042007,"['나비', '알파벳', '은하수']"
fss2cyh00s056_set056043,"['카멜레온', '망원경', '우산']"
mcn2ojp00s049_set049081,"['축구공', '아이스크림', '팬더']"
fkb2ahj00s046_set046082,"['나비', '화산', '은하수']"
mkw4cwy00s018_set018050,"['드론', '미술관', '용암']"
mcn3ksj01s042_set042065,"['바이올린', '소프트웨어', '미술관']"
mkn2htw00s134_set134049,"['행성', '아이스크림', '우산']"
mss3ysm00s019_set019044,"['피아노', '아이스크림', '다이아몬드']"
fkn3les01s151_set151008,"['만화책', '축구공', '소프트웨어']"
fss1ksh02s019_set019003,"['카멜레온', '축구공', '해파리']"
mjn3lyc00s086_set086057,"['행성', '무지개', '용암']"
fss3jek00s085_set085016,"['선글라스', '우산', '무지개']"
fss4jse00s114_set114050,"['망원경', '드론', '만화책']"
mss3hck00s089_set089061,"['선글라스', '나비', '은하수']"
mss2pgy00s066_set066053,"['샌드위치', '호랑이', '잠수함']"
fjn4jks01s149_set149031,"['은하수', '무지개', '미술관']"
fjn4csh00s164_set164005,"['나비', '샌드위치', '우산']"
mcn2pms00s131_set131012,"['피아노', '선글라스', '화산']"
fcn3ljs00s081_set081083,"['원자', '다이아몬드', '축구공']"
mss3kjs05s147_set147086,"['은하수', '철도', '호랑이']"
mcn3jsj00s040_set040091,"['나비', '조각상', '행성']"
mjn2hhs01s016_set016096,"['스쿠버다이빙', '화산', '나비']"
mkn1kth00s137_set137066,"['축구공', '망원경', '팬더']"
mcn4lbj00s113_set113021,"['다이아몬드', '철도', '스쿠버다이빙']"
fss4peo00s004_set004090,"['다이아몬드', '우산', '은하수']"
fkn1pjm00s017_set017093,"['행성', '해파리', '무지개']"
fcn5msh00s168_set168084,"['호랑이', '주식', '철도']"
fjb1sjh00s103_set103099,"['카멜레온', '샌드위치', '나비']"
mss2hsc00s064_set064068,"['카멜레온', '은하수', '소프트웨어']"
mss1kkm01s129_set129005,"['바이올린', '나비', '샌드위치']"
fjb3ohs00s090_set090032,"['해파리', '은하수', '주식']"
mss3cwl00s088_set088102,"['조각상', '드론', '축구공']"
mjn5kcr00s106_set106049,"['스쿠버다이빙', '해파리', '축구공']"
mjn2chj00s126_set126025,"['소프트웨어', '행성', '화산']"
mjn3lji00s100_set100034,"['망원경', '화산', '피아노']"
fss3yje00s001_set001045,"['드론', '우산', '나비']"
fjn2pby00s155_set155067,"['잠수함', '호랑이', '무지개']"
fcn3jsy00s013_set013024,"['조각상', '샌드위치', '아이스크림']"
mjn3skj00s153_set153078,"['드론', '바이올린', '원자']"
fjb4sye00s080_set080022,"['해파리', '미술관', '축구공']"
mss2pgy00s066_set066060,"['아이스크림', '조각상', '나비']"
fss2kjs01s037_set037057,"['조각상', '바이올린', '용암']"
mjn3kbs00s169_set169076,"['해파리', '조각상', '잠수함']"
fkw4jsh00s154_set154078,"['무지개', '아이스크림', '철도']"
mcn2jsm00s143_set143043,"['용암', '축구공', '선글라스']"
fss3yjs00s072_set072089,"['팬더', '카멜레온', '알파벳']"
fcn3ljs00s081_set081032,"['조각상', '호랑이', '샌드위치']"
fjn2pby00s155_set155025,"['호랑이', '나비', '원자']"
fss4sjs00s023_set023076,"['망원경', '아이스크림', '만화책']"
fss2kmj01s066_set066081,"['행성', '해파리', '스쿠버다이빙']"
fcn5msh00s168_set168064,"['은하수', '원자', '용암']"
fss3lmw00s002_set002073,"['망원경', '우산', '드론']"
fss3yhs01s027_set027037,"['용암', '만화책', '아이스크림']"
mss3jyj01s146_set146095,"['아이스크림', '주식', '팬더']"
mkn4jmc00s166_set166013,"['팬더', '해파리', '알파벳']"
mss4ljw00s039_set039006,"['해파리', '팬더', '스쿠버다이빙']"
mss2psj01s061_set061017,"['주식', '우산', '은하수']"
fkw2phs00s043_set043090,"['알파벳', '원자', '해파리']"
fss3jmh00s099_set099068,"['조각상', '카멜레온', '스쿠버다이빙']"
mss3hck00s089_set089047,"['다이아몬드', '잠수함', '바이올린']"
fjn3hks00s061_set061061,"['용암', '우산', '선글라스']"
fkw4kem00s005_set005092,"['철도', '드론', '축구공']"
mjn4kbh00s108_set108097,"['주식', '은하수', '미술관']"
mjn2jkh01s103_set103032,"['아이스크림', '팬더', '호랑이']"
mss3ykh00s022_set022008,"['나비', '용암', '카멜레온']"
mcn2ojp00s049_set049050,"['우산', '철도', '용암']"
fkw2phs00s043_set043092,"['피아노', '바이올린', '아이스크림']"
mss3jyj01s146_set146043,"['미술관', '축구공', '은하수']"
mjn1chs00s198_set198059,"['용암', '스쿠버다이빙', '바이올린']"
mcn3jsj00s040_set040078,"['무지개', '나비', '피아노']"
mjn3pyh01s157_set157008,"['카멜레온', '해파리', '만화책']"
mcn2jjs01s085_set085025,"['호랑이', '스쿠버다이빙', '미술관']"
fss3jmh00s099_set099006,"['알파벳', '선글라스', '용암']"
mss4jkh03s174_set174023,"['호랑이', '나비', '스쿠버다이빙']"
fjn4jks01s149_set149089,"['우산', '무지개', '소프트웨어']"
mjn3skj00s153_set153031,"['다이아몬드', '원자', '철도']"
mkw2kjh01s054_set054002,"['아이스크림', '원자', '축구공']"
fcb3kms00s127_set127067,"['화산', '선글라스', '피아노']"
fkn2lho00s100_set100024,"['무지개', '선글라스', '카멜레온']"
mjn3phs02s047_set047017,"['화산', '망원경', '무지개']"
mss3ysm00s019_set019071,"['피아노', '철도', '카멜레온']"
fss4jsy03s143_set143087,"['주식', '잠수함', '다이아몬드']"
mkw4ljg00s190_set190068,"['우산', '팬더', '스쿠버다이빙']"
fjb3kjs02s062_set062069,"['망원경', '선글라스', '원자']"
mkn3lgn00s051_set051088,"['우산', '철도', '바이올린']"
fkn2smh00s120_set120019,"['망원경', '선글라스', '잠수함']"
fkn3lms01s113_set113058,"['철도', '축구공', '다이아몬드']"
mss3kjh02s156_set156026,"['조각상', '행성', '우산']"
fcb5ash00s157_set157074,"['무지개', '원자', '망원경']"
mcn2sdw00s175_set175009,"['바이올린', '주식', '철도']"
mss3jyj01s146_set146060,"['우산', '소프트웨어', '바이올린']"
fkw3lsh00s035_set035063,"['바이올린', '철도', '만화책']"
fkw2phs01s165_set165093,"['우산', '망원경', '알파벳']"
mkn4eds00s014_set014036,"['바이올린', '드론', '소프트웨어']"
mkn3kjh03s161_set161092,"['무지개', '피아노', '소프트웨어']"
mjn2scg00s090_set090099,"['선글라스', '아이스크림', '해파리']"
fcn3hys00s093_set093063,"['만화책', '해파리', '화산']"
mss3cgh00s164_set164028,"['축구공', '원자', '드론']"
fss5mjs00s057_set057068,"['해파리', '스쿠버다이빙', '소프트웨어']"
fjb2khy00s083_set083054,"['선글라스', '만화책', '잠수함']"
fss2kjs00s032_set032101,"['축구공', '팬더', '주식']"
mcn2ojp00s049_set049033,"['해파리', '행성', '스쿠버다이빙']"
fjn4cos00s011_set011006,"['스쿠버다이빙', '화산', '원자']"
fjb2kem01s095_set095063,"['용암', '호랑이', '피아노']"
fss3pyj00s191_set191104,"['소프트웨어', '알파벳', '선글라스']"
mjn2hhs01s016_set016100,"['소프트웨어', '알파벳', '선글라스']"
fss1ksh02s019_set019102,"['주식', '화산', '해파리']"
mjn1hjw00s118_set118007,"['주식', '만화책', '소프트웨어']"
mss2kjy00s002_set002080,"['드론', '용암', '팬더']"
mss3kyk00s140_set140022,"['해파리', '주식', '철도']"
fss4jsy03s143_set143023,"['축구공', '주식', '무지개']"
mjn3skj00s153_set153059,"['다이아몬드', '드론', '만화책']"
mjn4hbs00s170_set170055,"['행성', '샌드위치', '우산']"
mss2msi00s122_set122094,"['미술관', '호랑이', '샌드위치']"
fjn3kir00s014_set014024,"['카멜레온', '원자', '용암']"
mjn2scg00s090_set090097,"['축구공', '다이아몬드', '철도']"
fss3lmr00s006_set006029,"['미술관', '다이아몬드', '철도']"
fss2ljk00s024_set024083,"['철도', '용암', '망원경']"
fss2hyl00s058_set058071,"['은하수', '축구공', '카멜레온']"
fss4scs00s008_set008036,"['화산', '잠수함', '원자']"
fkn3hsh00s156_set156031,"['용암', '조각상', '미술관']"
mkn3kgh00s111_set111027,"['선글라스', '은하수', '드론']"
fcn1khj03s179_set179090,"['호랑이', '아이스크림', '드론']"
mkn2ngw00s055_set055088,"['화산', '만화책', '해파리']"
mkn3jws00s043_set043015,"['철도', '팬더', '선글라스']"
mss2kjy00s002_set002029,"['선글라스', '우산', '잠수함']"
mkn2ase00s096_set096027,"['샌드위치', '행성', '미술관']"
mkw3pks01s149_set149090,"['망원경', '드론', '바이올린']"
mcn3jkh02s120_set120021,"['다이아몬드', '원자', '용암']"
fkn3les01s151_set151054,"['선글라스', '소프트웨어', '피아노']"
mss1kpj00s070_set070068,"['축구공', '나비', '소프트웨어']"
fjb3pjy00s106_set106057,"['다이아몬드', '철도', '팬더']"
fkn2sjs01s123_set123079,"['행성', '우산', '바이올린']"
fcn5msh00s168_set168088,"['철도', '주식', '조각상']"
fkn2sjs01s123_set123001,"['피아노', '바이올린', '아이스크림']"
